,actual
82693,772.0
150581,988.0
63907,2528.0
58798,2313.0
51605,1997.0
93176,1410.0
51486,794.0
20286,989.0
53098,2334.0
112870,1700.0
22078,2129.0
112061,4266.0
60128,4283.0
79522,533.0
70657,2577.0
107365,2457.0
32716,1140.0
51684,223.0
137146,1185.0
15700,2347.0
44532,1608.0
70384,2875.0
109662,2911.0
43575,1509.0
57703,1922.0
131923,2034.0
81430,1859.0
109027,1945.0
141093,1273.0
109823,490.0
134521,2678.0
132083,1558.0
68616,1784.0
47979,1063.0
154584,1104.0
107617,1257.0
146695,2252.0
120789,1499.0
135539,1037.0
109577,3785.0
48756,1232.0
156215,3043.0
75340,1089.0
32981,3028.0
118633,3476.0
56491,2291.0
8245,1519.0
17,2120.0
84337,1269.0
57012,2671.0
54596,4318.0
81155,1283.0
57699,3902.0
20782,3140.0
115383,4050.0
63961,2047.0
6563,1163.0
79108,2003.0
152215,2090.0
59348,1226.0
150797,1018.0
70738,2454.0
143393,2979.0
41718,2607.0
89341,1419.0
104348,2055.0
139920,1083.0
115310,1123.0
63708,3969.0
115623,1164.0
144212,1893.0
149472,4337.0
73932,1051.0
118092,1689.0
126941,1272.0
13701,2288.0
143878,2963.0
155383,1796.0
39939,1897.0
111281,1705.0
128574,974.0
88347,1075.0
1325,1047.0
128154,1766.0
108151,3233.0
81160,1474.0
79742,3200.0
107920,1024.0
107270,383.0
18746,2641.0
101449,1514.0
70166,1698.0
135294,1269.0
70627,1840.0
122096,3543.0
3582,1218.0
41180,2968.0
110200,1531.0
49875,1344.0
65270,2947.0
154206,835.0
20712,1521.0
55625,1580.0
46386,980.0
125543,584.0
105574,737.0
132008,507.0
124591,483.0
73922,2695.0
77860,3367.0
36970,1103.0
34845,1383.0
97309,531.0
8325,810.0
130822,1631.0
40927,2122.0
140270,972.0
105039,2204.0
4044,2561.0
27431,2337.0
33063,3049.0
124394,738.0
62657,849.0
16303,1571.0
97315,1267.0
16677,2119.0
111042,2025.0
107146,1026.0
82544,1734.0
108516,1939.0
11087,1600.0
124015,3121.0
113219,408.0
136395,2620.0
82187,613.0
32617,2815.0
68010,997.0
32864,979.0
128547,2459.0
30625,688.0
60832,1342.0
43068,698.0
10857,2154.0
2224,1807.0
20430,413.0
85214,3039.0
79718,1285.0
56898,1197.0
66008,1893.0
93677,1093.0
103440,2853.0
47449,1234.0
127152,1046.0
59349,2698.0
84781,1607.0
116221,2657.0
130206,2484.0
126144,1204.0
25135,1076.0
88570,2070.0
92134,3028.0
55986,2829.0
42415,4137.0
153033,2713.0
53732,3562.0
157005,4303.0
110443,2644.0
68839,828.0
148744,4303.0
13139,3033.0
47800,1781.0
49538,1396.0
91730,1990.0
144171,1489.0
14717,922.0
122077,1554.0
92156,1828.0
127068,1904.0
50181,991.0
2092,3555.0
111605,798.0
69964,1308.0
121166,543.0
3076,3200.0
90866,1487.0
38729,935.0
61065,1966.0
57660,2939.0
25642,1587.0
21621,1177.0
47316,2520.0
107602,1648.0
101344,1678.0
36563,1238.0
70643,2711.0
96114,1894.0
44516,682.0
101828,1617.0
103567,3108.0
123044,1532.0
13498,1363.0
61061,873.0
114671,2068.0
126298,3860.0
119043,2010.0
15335,2020.0
101778,1769.0
43160,2242.0
115718,1916.0
49897,404.0
62001,906.0
124778,2025.0
143168,1437.0
153642,1458.0
99029,1376.0
151030,2155.0
51859,611.0
124757,1506.0
21711,1259.0
94653,1696.0
84582,2943.0
80930,1850.0
59741,1178.0
101668,3063.0
83730,2211.0
25400,4892.0
124917,2028.0
123041,1630.0
83259,1098.0
48664,2069.0
38965,1033.0
33540,1715.0
128604,2031.0
128831,1391.0
127229,2537.0
139291,1830.0
2636,1892.0
56767,3707.0
62391,2588.0
141638,1780.0
60694,1919.0
129429,1558.0
89380,1496.0
154127,1668.0
19228,2302.0
132081,777.0
101365,1019.0
17899,2125.0
22998,1642.0
54374,2928.0
131836,1728.0
91118,2972.0
60376,1409.0
40151,2373.0
149011,1924.0
81648,1825.0
102492,1417.0
5574,1700.0
63244,1009.0
57666,1438.0
85399,1155.0
30308,1786.0
143118,1555.0
63750,1469.0
41184,2260.0
135562,707.0
107207,1757.0
65816,1979.0
15853,2101.0
44478,1662.0
67793,1660.0
35028,1945.0
113712,1596.0
140165,2282.0
97377,4986.0
93130,634.0
14195,1425.0
75829,1301.0
101309,3900.0
151938,1557.0
135738,1283.0
105788,926.0
22354,4153.0
152546,2749.0
5867,5657.0
56490,779.0
84330,2159.0
146599,2729.0
140297,1875.0
55579,1537.0
87013,1013.0
102242,2762.0
87513,2313.0
140120,3680.0
138853,1055.0
81364,2034.0
132282,1922.0
77539,2866.0
26318,1732.0
44367,1995.0
86150,744.0
19049,807.0
2722,1963.0
108440,1486.0
117631,2333.0
63644,1403.0
95082,722.0
53561,1395.0
41468,1895.0
45836,782.0
9012,2659.0
100517,612.0
55930,1089.0
127094,1143.0
103534,6020.0
27411,916.0
45098,2516.0
23290,1448.0
124731,3536.0
114205,1676.0
26051,1761.0
4204,1960.0
92094,2862.0
53096,544.0
31291,742.0
64543,1758.0
108798,2434.0
32308,1795.0
139660,1084.0
131667,877.0
86845,2299.0
92779,1437.0
62872,967.0
93923,2058.0
25215,2234.0
43550,1683.0
144529,2020.0
58968,2935.0
51987,1630.0
86051,1118.0
86078,2151.0
51863,1300.0
42226,2354.0
26128,1841.0
79387,1289.0
30082,1953.0
116561,4027.0
10285,1899.0
19748,1757.0
147767,4944.0
106635,1222.0
112299,3695.0
23876,2343.0
134784,2233.0
5319,2412.0
38159,1893.0
34944,2091.0
29276,2085.0
75818,1514.0
114973,1758.0
149024,1206.0
77451,1464.0
45419,1606.0
7425,1245.0
86052,1704.0
151960,1737.0
44310,5642.0
23101,1507.0
41541,1115.0
41652,2563.0
46257,1545.0
12761,2214.0
134886,1321.0
78645,2634.0
105331,2503.0
49377,1176.0
74279,2078.0
21099,802.0
55052,1439.0
25885,2196.0
152651,1782.0
31446,1561.0
82186,2129.0
125942,3428.0
120171,1732.0
24769,2674.0
111120,1934.0
46385,2236.0
64766,1194.0
142356,3531.0
1157,951.0
42287,1561.0
82014,2562.0
36857,1912.0
149378,1709.0
154504,1167.0
43158,3190.0
67602,1402.0
132836,1273.0
54400,1923.0
23982,3205.0
73519,2422.0
62568,2258.0
38394,2396.0
5662,2950.0
154937,612.0
65145,2528.0
13871,1984.0
96352,1822.0
53993,875.0
93570,1212.0
113065,4560.0
111960,1000.0
147258,1760.0
31410,1762.0
35478,799.0
37495,2017.0
148081,1128.0
85462,477.0
30436,2707.0
113331,3398.0
80384,1231.0
98625,4404.0
64201,1192.0
33374,1413.0
130665,1728.0
111049,1223.0
127172,1058.0
46779,1720.0
154353,1337.0
129332,1936.0
96381,1579.0
35656,1943.0
150159,2497.0
20271,2004.0
99055,1484.0
71147,1684.0
147055,2726.0
17839,1594.0
148736,482.0
143424,2221.0
1048,1119.0
123729,2241.0
59287,2721.0
37443,1827.0
59950,3460.0
87287,1563.0
111150,1203.0
48157,1547.0
44783,1111.0
134717,1840.0
116032,1750.0
153669,1266.0
13985,1119.0
29191,3579.0
114534,2182.0
20513,2781.0
134315,2593.0
91283,1225.0
43864,1517.0
92424,1400.0
13825,3293.0
149954,1125.0
149816,3580.0
22328,1696.0
61452,1904.0
50302,1968.0
21223,1862.0
91422,1401.0
143975,1690.0
68765,1671.0
131373,670.0
77660,2323.0
74565,43.0
84880,2028.0
86477,2576.0
42248,1598.0
126227,499.0
47488,3028.0
77717,797.0
28345,1965.0
142328,3576.0
127365,1511.0
150805,1625.0
133461,1720.0
114549,2025.0
112873,736.0
100284,3646.0
141376,1912.0
97027,1371.0
42168,1811.0
111842,2010.0
50191,2136.0
46887,1771.0
22200,2131.0
2852,2654.0
48466,2261.0
83459,1259.0
123794,690.0
84925,2603.0
92324,3686.0
42850,758.0
53064,1931.0
65383,1687.0
24582,1862.0
154190,1381.0
121675,3669.0
83745,4069.0
56266,1514.0
47093,1660.0
118515,2396.0
84452,763.0
84947,1331.0
73620,1292.0
52203,853.0
99258,851.0
97736,1352.0
57936,1735.0
109892,2457.0
37062,3031.0
89135,1170.0
17784,2194.0
138732,1695.0
2190,1955.0
22923,716.0
87377,305.0
67682,3151.0
5631,1441.0
67526,603.0
148021,598.0
66256,3663.0
121912,1805.0
9583,1155.0
142129,1516.0
108954,2305.0
58739,2328.0
110073,3300.0
5704,2125.0
6937,4157.0
19627,2051.0
5405,1572.0
70604,4250.0
111615,3922.0
20988,1904.0
115444,2026.0
76488,1613.0
9802,1525.0
45824,1139.0
6610,3012.0
112827,825.0
13810,2724.0
90059,1368.0
21421,5252.0
38759,2974.0
46943,2585.0
24545,970.0
8469,1353.0
118142,2604.0
33269,2619.0
104486,3120.0
72012,783.0
93095,3719.0
110734,1062.0
135246,2177.0
98128,3109.0
74785,1441.0
99879,1588.0
93281,4515.0
129195,4367.0
62076,994.0
115982,894.0
148968,2581.0
47459,1295.0
10972,2130.0
138352,2199.0
26697,2022.0
75376,2268.0
128740,2511.0
76092,2356.0
28936,1225.0
113970,1132.0
67613,1966.0
24369,995.0
81059,1305.0
77287,2345.0
36734,3145.0
92044,1513.0
15868,3263.0
106697,2219.0
123694,2769.0
130232,1633.0
103824,2759.0
50897,983.0
23828,1641.0
49549,2519.0
53309,1034.0
7732,2096.0
131586,661.0
53143,4046.0
154949,1887.0
142679,3105.0
119083,1087.0
12981,3048.0
44792,2478.0
18684,1876.0
127487,1836.0
78756,2032.0
35281,480.0
108711,787.0
84776,2439.0
75371,2103.0
151966,1926.0
116655,3577.0
84530,715.0
33353,1532.0
6727,1391.0
10596,1382.0
119849,1434.0
151538,1777.0
10680,2887.0
131023,1661.0
29311,1035.0
152804,727.0
78980,955.0
9604,2769.0
27767,1239.0
50139,2148.0
117788,1035.0
58898,3364.0
132263,2456.0
1946,3178.0
10451,1155.0
40662,2176.0
19700,1208.0
74220,2025.0
85133,1334.0
9724,2798.0
106189,1677.0
90835,3185.0
87837,2176.0
42735,1533.0
66674,786.0
33062,2010.0
72589,3864.0
118662,841.0
151967,2071.0
52490,2761.0
149380,2873.0
96761,2030.0
9218,552.0
17705,2831.0
136799,3250.0
136611,2804.0
148520,2372.0
109831,1057.0
29232,3845.0
55210,2990.0
148952,939.0
116880,2000.0
118179,1386.0
76998,1114.0
41181,3551.0
89044,2013.0
65200,3659.0
110606,1277.0
24200,1562.0
99693,2505.0
83842,3307.0
139862,1896.0
63500,3485.0
118879,1258.0
36168,2325.0
84676,3457.0
54260,1908.0
59699,1391.0
41885,1490.0
104339,2002.0
130127,4412.0
63369,2926.0
15552,3232.0
67815,1336.0
47624,845.0
111371,1140.0
114216,1201.0
55231,1213.0
85130,2459.0
154175,2336.0
52531,2970.0
71188,2127.0
14203,316.0
1673,2141.0
45175,993.0
143177,1081.0
55452,2735.0
135196,1090.0
132192,1923.0
78130,1967.0
83035,1380.0
131312,1363.0
99020,1381.0
76747,3394.0
81534,2727.0
153335,3471.0
122110,2494.0
80128,909.0
40608,3410.0
19797,1937.0
2034,1505.0
119181,738.0
152522,4018.0
145937,4392.0
78326,1638.0
31226,2371.0
59691,741.0
132288,2304.0
154403,1406.0
97455,1015.0
138966,1760.0
32552,853.0
14131,1298.0
153231,2710.0
37009,811.0
127394,5002.0
53593,3757.0
142072,1241.0
55898,1377.0
146188,1547.0
56471,6770.0
27109,2201.0
28083,2076.0
85579,1475.0
67506,1604.0
98413,746.0
80387,781.0
37967,1905.0
48035,2585.0
114240,2095.0
94691,2587.0
8132,1045.0
37250,3365.0
74451,1213.0
149592,2433.0
110478,1519.0
150547,1918.0
21579,1923.0
154109,1114.0
17438,1794.0
80404,1423.0
86039,1583.0
149872,3241.0
110089,759.0
4246,886.0
61684,1354.0
149050,2221.0
11083,1927.0
81278,1414.0
25740,803.0
120408,1475.0
5454,3146.0
108809,4357.0
70198,1258.0
36148,2320.0
135391,2361.0
123715,1425.0
17298,1252.0
97118,1848.0
155689,1141.0
30104,1946.0
25328,1880.0
153034,3084.0
119789,2493.0
122209,1033.0
120266,3246.0
69093,1796.0
37216,2025.0
147275,2300.0
144654,1349.0
131444,1753.0
134440,2755.0
142051,1337.0
137040,1117.0
2088,2444.0
111336,3858.0
46807,1468.0
36567,2257.0
65503,1540.0
30857,3144.0
116260,639.0
10946,1980.0
88522,1262.0
138533,1634.0
93510,1608.0
13196,1243.0
42737,2070.0
57222,3641.0
85383,837.0
92163,2626.0
16444,2641.0
67809,627.0
6361,1949.0
107411,962.0
120244,743.0
151807,1478.0
126801,1292.0
64265,2063.0
109676,1696.0
154675,6054.0
124331,1815.0
124000,2757.0
155923,2232.0
139852,3110.0
145714,1678.0
153623,3271.0
155053,673.0
145053,4494.0
102110,1807.0
15628,3281.0
132566,1463.0
58447,524.0
135292,2105.0
122695,1449.0
119613,1473.0
3670,1061.0
101863,408.0
25160,607.0
18795,1226.0
43649,4660.0
86758,669.0
103543,993.0
145568,889.0
62473,2733.0
112573,857.0
134043,1195.0
64114,1617.0
88100,3203.0
118305,1188.0
68624,1094.0
63163,1592.0
80685,1036.0
61673,1553.0
8719,1788.0
21210,2339.0
128733,1308.0
53683,879.0
78641,1913.0
92131,2425.0
127390,2875.0
283,4580.0
124018,1664.0
24105,1269.0
51297,1719.0
68396,944.0
90806,4321.0
27871,1844.0
25769,2125.0
130656,2050.0
55457,5003.0
15067,1616.0
111255,426.0
18666,2426.0
137854,869.0
60155,2328.0
14610,7078.0
98058,461.0
138244,3101.0
128137,1120.0
83751,1756.0
145157,1226.0
101141,1248.0
43775,2455.0
132599,1008.0
19807,1222.0
13879,1592.0
74397,1081.0
117822,1038.0
62024,3616.0
2546,2509.0
27615,291.0
21529,1337.0
27464,3726.0
93368,1453.0
70971,3161.0
3921,1650.0
102645,1027.0
86106,2721.0
131407,2173.0
73868,1215.0
61134,2038.0
55401,2391.0
10238,1416.0
135879,3435.0
13967,1044.0
103489,1291.0
81929,2342.0
110068,1413.0
68148,1859.0
71996,1153.0
33411,2399.0
127084,1253.0
151038,2225.0
104382,1818.0
52300,2414.0
52911,2509.0
96607,2363.0
156609,1084.0
102400,3098.0
104123,1415.0
139181,3213.0
76736,1329.0
147740,1332.0
124745,387.0
21986,1432.0
21793,1327.0
46280,1270.0
109257,3748.0
33240,433.0
105559,1437.0
66123,1584.0
133253,2198.0
132039,1745.0
151989,962.0
46776,1870.0
6499,2483.0
36543,2073.0
143850,2620.0
7556,2814.0
87004,1273.0
6541,2109.0
6904,1032.0
105537,1034.0
134041,1941.0
52763,2419.0
29704,2053.0
13255,5676.0
16001,694.0
110021,1219.0
102299,1247.0
96407,1013.0
115699,1221.0
126508,1309.0
98781,362.0
101739,1728.0
41465,3045.0
84461,749.0
120875,1702.0
106243,1611.0
88549,1426.0
86447,2959.0
66523,2820.0
151400,1428.0
46400,1860.0
97015,1648.0
53211,2345.0
73319,1008.0
26818,2206.0
8113,640.0
60353,937.0
61759,2449.0
121342,1808.0
84361,1929.0
98473,2291.0
60587,868.0
102348,2253.0
97590,2025.0
118553,947.0
128464,2129.0
152010,1404.0
144869,2769.0
44331,601.0
116053,1723.0
877,1498.0
135819,2923.0
127352,4059.0
101903,2074.0
69106,2128.0
50638,555.0
7814,2122.0
40008,971.0
134722,2792.0
114604,1831.0
69260,1635.0
81629,1698.0
36544,1968.0
148875,798.0
24303,2152.0
7514,262.0
110215,1736.0
6097,2688.0
30184,3320.0
23059,221.0
29429,2637.0
155730,2472.0
116905,3461.0
126698,1838.0
141425,1368.0
107757,1750.0
53016,1052.0
71424,2080.0
16532,1714.0
118527,1221.0
45677,1456.0
30664,847.0
92522,2641.0
17485,3537.0
82763,1956.0
143223,893.0
133369,2436.0
107344,748.0
43961,3976.0
107017,2810.0
131460,1919.0
100495,1198.0
72509,1989.0
131144,4282.0
91800,1575.0
74809,1059.0
42973,896.0
112715,972.0
120746,5883.0
82947,1900.0
58797,2536.0
117679,602.0
107708,1606.0
24994,3040.0
37361,2913.0
83558,380.0
119225,3153.0
128372,2610.0
153701,4052.0
39190,2776.0
105037,1234.0
155313,3521.0
38445,3570.0
62690,1922.0
56449,1961.0
96276,767.0
20586,2634.0
87977,916.0
53312,2704.0
127749,1565.0
132088,1737.0
148388,985.0
29863,2138.0
67157,882.0
137465,1495.0
96132,896.0
16860,2455.0
39965,2062.0
32785,2060.0
111282,2455.0
147254,2957.0
130801,2020.0
66830,1268.0
126990,1009.0
7288,794.0
133927,1710.0
153050,5276.0
103826,1432.0
59810,1990.0
47737,2094.0
104828,1584.0
132085,2390.0
111493,1716.0
61425,1040.0
81805,2869.0
124137,1084.0
94857,1075.0
87336,1935.0
122363,1588.0
115655,1731.0
897,1356.0
8669,1984.0
56548,1719.0
100108,599.0
20409,1478.0
126330,1107.0
69927,1909.0
92106,1024.0
42250,969.0
19922,2344.0
151759,4420.0
131392,1353.0
318,5202.0
37274,1211.0
139114,4278.0
104452,2797.0
46888,2208.0
151522,1258.0
26595,872.0
136948,916.0
86632,851.0
151452,960.0
91065,1198.0
8326,1531.0
92097,2421.0
56026,627.0
90178,1669.0
146889,1621.0
152861,2491.0
16974,1468.0
22794,1261.0
145228,1608.0
26739,2470.0
24231,2616.0
57347,1068.0
78726,2147.0
126565,1938.0
66368,699.0
57837,958.0
36837,1490.0
55164,2024.0
69816,5622.0
22541,1622.0
150197,1876.0
83837,2561.0
93929,1659.0
28225,777.0
115220,2268.0
6414,1098.0
132823,1547.0
6789,4039.0
146614,2983.0
127098,1413.0
146738,1986.0
87385,689.0
93905,2367.0
121033,2819.0
122569,2927.0
118881,725.0
13634,3058.0
114548,3544.0
48954,1738.0
63224,22973.0
88523,1475.0
36207,1708.0
118532,1169.0
69544,1620.0
44162,1197.0
12151,3052.0
146320,650.0
68977,2347.0
50402,2046.0
72670,3822.0
87189,3259.0
94355,2329.0
149476,3314.0
57198,2788.0
92201,2899.0
11152,726.0
63437,1423.0
84195,2244.0
136589,4158.0
53094,1300.0
96004,1104.0
135293,1836.0
141833,1504.0
145260,1346.0
139900,1314.0
40001,697.0
103358,1864.0
92616,1743.0
38367,808.0
10406,1893.0
118006,5061.0
140323,958.0
139642,1367.0
140668,3134.0
24330,1138.0
16748,3888.0
63758,2576.0
14932,2948.0
20245,1295.0
20137,3036.0
140286,2501.0
98774,2011.0
42037,1422.0
73170,1415.0
16952,1552.0
155257,4463.0
32077,1649.0
124872,3889.0
127774,1407.0
152809,1598.0
21441,812.0
49861,1339.0
135807,1363.0
68097,727.0
150400,1511.0
141870,1005.0
149446,1513.0
85898,3780.0
118060,1586.0
131534,3245.0
74656,2431.0
77197,1333.0
128005,1452.0
58111,769.0
12369,2349.0
91581,2386.0
83678,3967.0
35333,4259.0
86508,1826.0
109660,1849.0
3171,2727.0
46655,1647.0
60669,2205.0
93953,1512.0
97005,1679.0
148446,658.0
29223,2791.0
47880,719.0
99515,1333.0
90270,1367.0
29595,1879.0
153064,4014.0
10302,3006.0
16720,1268.0
12677,1076.0
116127,1189.0
93535,2678.0
152465,1058.0
130910,2625.0
155218,1454.0
7882,4397.0
149767,2806.0
9951,3408.0
64369,1319.0
6785,877.0
92185,994.0
114000,2126.0
126303,1685.0
96289,2281.0
74699,1745.0
31757,1694.0
48475,1431.0
135231,1742.0
20129,1109.0
121466,4563.0
54755,765.0
57991,1447.0
76751,752.0
105546,4645.0
53145,1371.0
60037,1841.0
41223,1762.0
138920,2714.0
134780,2275.0
20691,1698.0
35145,1425.0
136698,826.0
151598,2084.0
149766,3095.0
94663,1800.0
54970,1674.0
87463,752.0
74139,3071.0
76939,1041.0
3254,2438.0
14642,1983.0
34939,2467.0
98339,4311.0
47135,1150.0
124918,1785.0
100766,5337.0
119948,1390.0
47105,2692.0
10799,1527.0
74518,2030.0
92026,1105.0
89477,919.0
33132,2811.0
4225,1532.0
61199,5741.0
114949,2026.0
114753,2817.0
42205,1817.0
12346,2004.0
48180,1266.0
108257,1121.0
95175,1742.0
124826,1599.0
5426,4604.0
52005,3523.0
135912,882.0
143686,1590.0
46072,2715.0
26760,2164.0
83559,1537.0
91640,2862.0
106221,2029.0
83637,1642.0
113260,2237.0
17224,972.0
117557,1858.0
61924,2440.0
40669,1877.0
94590,2615.0
55864,2262.0
84698,1538.0
91904,730.0
105729,1265.0
117919,3734.0
139703,919.0
146947,2975.0
64206,2282.0
106854,1171.0
113813,2197.0
110202,514.0
31734,1769.0
112373,1308.0
59470,2974.0
122480,1298.0
86926,1976.0
58419,2050.0
154981,2392.0
14691,1881.0
40055,1806.0
52845,1164.0
95559,974.0
108169,1673.0
39213,1605.0
97241,1659.0
7664,965.0
107585,1123.0
31290,1751.0
19830,2823.0
129737,1821.0
61232,1685.0
56576,2718.0
92845,2994.0
49098,1359.0
124959,3628.0
133062,2948.0
112711,1162.0
101862,1007.0
8248,1849.0
72489,3672.0
123854,4272.0
10286,835.0
9248,1408.0
81236,2349.0
94188,2298.0
72503,1800.0
3002,1257.0
81898,2450.0
122678,2647.0
149861,1737.0
35336,1934.0
26253,1162.0
61774,4495.0
87045,2815.0
126985,1623.0
86083,2631.0
12462,2544.0
154359,996.0
144315,993.0
148477,728.0
107620,1181.0
142549,1447.0
101338,1360.0
101638,2634.0
67698,2447.0
46741,929.0
23804,310.0
93501,2438.0
82979,1863.0
33488,803.0
113420,876.0
16941,1327.0
115985,2667.0
9186,2021.0
6589,1933.0
74602,1278.0
124130,894.0
60933,3136.0
21550,1631.0
66561,1082.0
90760,1668.0
45265,1922.0
51819,2384.0
100546,2030.0
3050,3176.0
16874,896.0
93019,4975.0
90366,1410.0
127455,2261.0
16529,1079.0
44843,1304.0
100673,1361.0
91271,1236.0
37235,2414.0
75659,2334.0
106057,2448.0
69584,2540.0
110110,2179.0
58117,2282.0
39620,1621.0
86815,725.0
77090,2728.0
46783,1172.0
93189,1717.0
82574,2989.0
85211,1619.0
67309,1255.0
50313,1584.0
59374,910.0
13218,3367.0
25891,779.0
41416,1375.0
150022,2146.0
122978,1126.0
39652,1275.0
57281,1146.0
146971,2384.0
95412,736.0
20400,1795.0
126208,1485.0
57313,1152.0
119567,1387.0
10347,3160.0
23357,685.0
91817,3626.0
44304,2732.0
148370,871.0
106238,2161.0
94620,2229.0
55288,3726.0
10233,2748.0
134096,2721.0
7517,1524.0
135770,2762.0
3340,1137.0
136086,1143.0
119346,3993.0
54947,8592.0
106624,903.0
57859,3181.0
16263,522.0
50500,2665.0
146406,1462.0
97775,1891.0
61173,2394.0
131969,2054.0
22317,1368.0
31804,1325.0
154962,931.0
62961,1382.0
156158,2112.0
127463,1459.0
110397,2773.0
16211,2086.0
121352,955.0
28468,1579.0
93069,2721.0
73027,1027.0
103828,1282.0
152100,2409.0
82583,3074.0
51795,1858.0
130962,1810.0
107541,2001.0
82779,2194.0
90343,2724.0
114625,2005.0
136377,2205.0
155012,2231.0
73499,1980.0
2458,1015.0
88122,1031.0
119860,1237.0
4588,2197.0
114363,2682.0
76839,877.0
21518,932.0
153602,3966.0
94,2022.0
94913,1498.0
128498,3014.0
75680,2451.0
72491,5413.0
146575,1758.0
76704,2111.0
82987,1389.0
37706,1278.0
77173,3192.0
120948,2037.0
68657,2405.0
144641,3150.0
13635,1505.0
126695,5000.0
72496,2873.0
33752,1086.0
109348,1673.0
51330,1516.0
18445,2571.0
130398,2165.0
98730,888.0
85027,3922.0
84647,2335.0
115995,1438.0
122002,1698.0
6861,2992.0
116150,4280.0
115,1789.0
95665,647.0
138280,992.0
35224,1689.0
6797,2399.0
43842,1416.0
123915,2330.0
83867,3453.0
47323,1332.0
52599,1414.0
110630,1373.0
152355,2137.0
149252,2036.0
26132,2648.0
124662,2297.0
105269,1409.0
151456,2010.0
58256,4255.0
147642,2588.0
139575,1424.0
64145,2236.0
1493,935.0
62322,757.0
64318,2795.0
58377,3317.0
123039,2436.0
15110,514.0
62073,1684.0
135640,2246.0
35233,2669.0
12220,1999.0
64730,865.0
35450,581.0
115959,1450.0
64144,1036.0
2755,2286.0
75880,684.0
58733,802.0
77609,1533.0
7463,1375.0
68986,1162.0
83431,2396.0
29290,1461.0
109099,1637.0
48076,1981.0
9042,1479.0
92632,972.0
143098,1428.0
15571,1542.0
75510,2846.0
104202,867.0
78394,647.0
121035,2293.0
80859,1276.0
116120,1018.0
31421,2003.0
151603,1483.0
67638,1127.0
17671,1766.0
126798,2561.0
130184,1954.0
45846,5059.0
86430,3012.0
106212,1475.0
87700,2470.0
57365,2116.0
156644,1585.0
48794,1997.0
70298,1284.0
146520,536.0
152632,2391.0
56489,1944.0
107872,2915.0
3382,1354.0
96488,1970.0
320,1841.0
81961,1912.0
624,1886.0
131548,1144.0
28139,1133.0
2393,2879.0
77159,2029.0
56718,3867.0
54190,1365.0
3075,1703.0
37637,3570.0
29485,2100.0
60488,1311.0
146820,1243.0
145145,775.0
136743,4450.0
3548,516.0
103427,1151.0
97838,1130.0
123242,2272.0
115673,1133.0
2698,917.0
5679,2555.0
145285,1475.0
68372,1448.0
107395,887.0
133466,1614.0
95263,1679.0
130070,1331.0
22330,1236.0
24708,3964.0
101118,1940.0
141320,1864.0
129605,1509.0
36037,2533.0
21661,4503.0
124533,1389.0
85918,1018.0
719,3536.0
80347,857.0
73644,1660.0
97067,2436.0
65941,1324.0
127122,1814.0
113218,2305.0
138879,1929.0
118477,3259.0
87244,2165.0
146825,1732.0
65190,2603.0
112278,2059.0
17707,1136.0
97220,951.0
152545,812.0
54994,1747.0
55271,2172.0
96339,3610.0
154485,2589.0
154104,3620.0
41497,2354.0
120414,933.0
55915,3489.0
133114,1906.0
3549,1742.0
46673,1521.0
39862,1835.0
36237,1964.0
91122,1119.0
65905,1140.0
10327,2749.0
131049,1657.0
35375,2715.0
74255,2789.0
145071,445.0
137893,699.0
97473,1258.0
28998,3774.0
2575,1457.0
38721,1169.0
60401,1465.0
8044,484.0
112051,2728.0
12817,2953.0
129969,670.0
24275,2525.0
28832,972.0
114206,2160.0
146530,767.0
34632,1240.0
155178,1519.0
81125,1349.0
13555,4073.0
3647,1656.0
12912,993.0
138462,595.0
112532,1720.0
45050,2135.0
67282,855.0
98274,2399.0
652,1076.0
113321,2238.0
57641,4782.0
7282,1915.0
34376,1221.0
138397,1640.0
112519,3133.0
38213,1210.0
101557,2228.0
118894,1697.0
63554,877.0
126716,2871.0
148846,1826.0
99415,1398.0
127633,854.0
49934,1723.0
18251,687.0
102112,1702.0
19216,1776.0
136338,3339.0
11199,2188.0
151053,1561.0
134506,799.0
25764,2380.0
84889,1252.0
130001,2821.0
88505,1208.0
77219,1964.0
139933,2511.0
87015,1840.0
152912,2184.0
26336,1617.0
85180,1343.0
116558,2725.0
46747,1809.0
139598,4578.0
138969,1233.0
138433,756.0
26918,1296.0
78805,1295.0
67960,689.0
124346,1746.0
8405,942.0
112044,2226.0
44317,948.0
115935,3495.0
121140,1345.0
136580,3630.0
63364,1157.0
81868,7848.0
58054,1709.0
28047,1630.0
127159,1285.0
1934,1769.0
104432,1597.0
39013,1354.0
81701,772.0
153741,1254.0
131636,1131.0
106868,2005.0
51467,1188.0
83229,2908.0
138756,830.0
24194,1315.0
25620,905.0
144936,1973.0
87664,968.0
22153,5068.0
68444,2364.0
128767,2995.0
48971,2184.0
101672,3746.0
75126,2837.0
137294,680.0
17026,511.0
96643,2751.0
98002,1185.0
138026,1901.0
13209,1346.0
87120,1902.0
60294,2344.0
59743,1058.0
114453,2451.0
78930,1357.0
90390,2569.0
11969,2128.0
48244,2272.0
120716,1158.0
124497,1175.0
50239,847.0
15061,1816.0
39539,4312.0
88249,2695.0
45458,302.0
56288,692.0
104141,939.0
103077,3667.0
49960,922.0
31471,1197.0
37629,2113.0
137692,1221.0
73850,1919.0
125329,1767.0
61431,1574.0
92704,2293.0
95098,3383.0
