,actual,best_model,best_rmse
141376,1912.0,Ridge,4.453794542999621e-08
97027,1371.0,Ridge,4.453794542999621e-08
42168,1811.0,Ridge,4.453794542999621e-08
111842,2010.0,Ridge,4.453794542999621e-08
50191,2136.0,Ridge,4.453794542999621e-08
46887,1771.0,Ridge,4.453794542999621e-08
22200,2131.0,Ridge,4.453794542999621e-08
2852,2654.0,Ridge,4.453794542999621e-08
48466,2261.0,Ridge,4.453794542999621e-08
83459,1259.0,Ridge,4.453794542999621e-08
123794,690.0,Ridge,4.453794542999621e-08
84925,2603.0,Ridge,4.453794542999621e-08
92324,3686.0,Ridge,4.453794542999621e-08
42850,758.0,Ridge,4.453794542999621e-08
53064,1931.0,Ridge,4.453794542999621e-08
65383,1687.0,Ridge,4.453794542999621e-08
24582,1862.0,Ridge,4.453794542999621e-08
154190,1381.0,Ridge,4.453794542999621e-08
121675,3669.0,Ridge,4.453794542999621e-08
83745,4069.0,Ridge,4.453794542999621e-08
56266,1514.0,Ridge,4.453794542999621e-08
47093,1660.0,Ridge,4.453794542999621e-08
118515,2396.0,Ridge,4.453794542999621e-08
84452,763.0,Ridge,4.453794542999621e-08
84947,1331.0,Ridge,4.453794542999621e-08
73620,1292.0,Ridge,4.453794542999621e-08
52203,853.0,Ridge,4.453794542999621e-08
99258,851.0,Ridge,4.453794542999621e-08
97736,1352.0,Ridge,4.453794542999621e-08
57936,1735.0,Ridge,4.453794542999621e-08
109892,2457.0,Ridge,4.453794542999621e-08
37062,3031.0,Ridge,4.453794542999621e-08
89135,1170.0,Ridge,4.453794542999621e-08
17784,2194.0,Ridge,4.453794542999621e-08
138732,1695.0,Ridge,4.453794542999621e-08
2190,1955.0,Ridge,4.453794542999621e-08
22923,716.0,Ridge,4.453794542999621e-08
87377,305.0,Ridge,4.453794542999621e-08
67682,3151.0,Ridge,4.453794542999621e-08
5631,1441.0,Ridge,4.453794542999621e-08
67526,603.0,Ridge,4.453794542999621e-08
148021,598.0,Ridge,4.453794542999621e-08
66256,3663.0,Ridge,4.453794542999621e-08
121912,1805.0,Ridge,4.453794542999621e-08
9583,1155.0,Ridge,4.453794542999621e-08
142129,1516.0,Ridge,4.453794542999621e-08
108954,2305.0,Ridge,4.453794542999621e-08
58739,2328.0,Ridge,4.453794542999621e-08
110073,3300.0,Ridge,4.453794542999621e-08
5704,2125.0,Ridge,4.453794542999621e-08
6937,4157.0,Ridge,4.453794542999621e-08
19627,2051.0,Ridge,4.453794542999621e-08
5405,1572.0,Ridge,4.453794542999621e-08
70604,4250.0,Ridge,4.453794542999621e-08
111615,3922.0,Ridge,4.453794542999621e-08
20988,1904.0,Ridge,4.453794542999621e-08
115444,2026.0,Ridge,4.453794542999621e-08
76488,1613.0,Ridge,4.453794542999621e-08
9802,1525.0,Ridge,4.453794542999621e-08
45824,1139.0,Ridge,4.453794542999621e-08
6610,3012.0,Ridge,4.453794542999621e-08
112827,825.0,Ridge,4.453794542999621e-08
13810,2724.0,Ridge,4.453794542999621e-08
90059,1368.0,Ridge,4.453794542999621e-08
21421,5252.0,Ridge,4.453794542999621e-08
38759,2974.0,Ridge,4.453794542999621e-08
46943,2585.0,Ridge,4.453794542999621e-08
24545,970.0,Ridge,4.453794542999621e-08
8469,1353.0,Ridge,4.453794542999621e-08
118142,2604.0,Ridge,4.453794542999621e-08
33269,2619.0,Ridge,4.453794542999621e-08
104486,3120.0,Ridge,4.453794542999621e-08
72012,783.0,Ridge,4.453794542999621e-08
93095,3719.0,Ridge,4.453794542999621e-08
110734,1062.0,Ridge,4.453794542999621e-08
135246,2177.0,Ridge,4.453794542999621e-08
98128,3109.0,Ridge,4.453794542999621e-08
74785,1441.0,Ridge,4.453794542999621e-08
99879,1588.0,Ridge,4.453794542999621e-08
93281,4515.0,Ridge,4.453794542999621e-08
129195,4367.0,Ridge,4.453794542999621e-08
62076,994.0,Ridge,4.453794542999621e-08
115982,894.0,Ridge,4.453794542999621e-08
148968,2581.0,Ridge,4.453794542999621e-08
47459,1295.0,Ridge,4.453794542999621e-08
10972,2130.0,Ridge,4.453794542999621e-08
138352,2199.0,Ridge,4.453794542999621e-08
26697,2022.0,Ridge,4.453794542999621e-08
75376,2268.0,Ridge,4.453794542999621e-08
128740,2511.0,Ridge,4.453794542999621e-08
76092,2356.0,Ridge,4.453794542999621e-08
28936,1225.0,Ridge,4.453794542999621e-08
113970,1132.0,Ridge,4.453794542999621e-08
67613,1966.0,Ridge,4.453794542999621e-08
24369,995.0,Ridge,4.453794542999621e-08
81059,1305.0,Ridge,4.453794542999621e-08
77287,2345.0,Ridge,4.453794542999621e-08
36734,3145.0,Ridge,4.453794542999621e-08
92044,1513.0,Ridge,4.453794542999621e-08
15868,3263.0,Ridge,4.453794542999621e-08
106697,2219.0,Ridge,4.453794542999621e-08
123694,2769.0,Ridge,4.453794542999621e-08
130232,1633.0,Ridge,4.453794542999621e-08
103824,2759.0,Ridge,4.453794542999621e-08
50897,983.0,Ridge,4.453794542999621e-08
23828,1641.0,Ridge,4.453794542999621e-08
49549,2519.0,Ridge,4.453794542999621e-08
53309,1034.0,Ridge,4.453794542999621e-08
7732,2096.0,Ridge,4.453794542999621e-08
131586,661.0,Ridge,4.453794542999621e-08
53143,4046.0,Ridge,4.453794542999621e-08
154949,1887.0,Ridge,4.453794542999621e-08
142679,3105.0,Ridge,4.453794542999621e-08
119083,1087.0,Ridge,4.453794542999621e-08
12981,3048.0,Ridge,4.453794542999621e-08
44792,2478.0,Ridge,4.453794542999621e-08
18684,1876.0,Ridge,4.453794542999621e-08
127487,1836.0,Ridge,4.453794542999621e-08
78756,2032.0,Ridge,4.453794542999621e-08
35281,480.0,Ridge,4.453794542999621e-08
108711,787.0,Ridge,4.453794542999621e-08
84776,2439.0,Ridge,4.453794542999621e-08
75371,2103.0,Ridge,4.453794542999621e-08
151966,1926.0,Ridge,4.453794542999621e-08
116655,3577.0,Ridge,4.453794542999621e-08
84530,715.0,Ridge,4.453794542999621e-08
33353,1532.0,Ridge,4.453794542999621e-08
6727,1391.0,Ridge,4.453794542999621e-08
10596,1382.0,Ridge,4.453794542999621e-08
119849,1434.0,Ridge,4.453794542999621e-08
151538,1777.0,Ridge,4.453794542999621e-08
10680,2887.0,Ridge,4.453794542999621e-08
131023,1661.0,Ridge,4.453794542999621e-08
29311,1035.0,Ridge,4.453794542999621e-08
152804,727.0,Ridge,4.453794542999621e-08
78980,955.0,Ridge,4.453794542999621e-08
9604,2769.0,Ridge,4.453794542999621e-08
27767,1239.0,Ridge,4.453794542999621e-08
50139,2148.0,Ridge,4.453794542999621e-08
117788,1035.0,Ridge,4.453794542999621e-08
58898,3364.0,Ridge,4.453794542999621e-08
132263,2456.0,Ridge,4.453794542999621e-08
1946,3178.0,Ridge,4.453794542999621e-08
10451,1155.0,Ridge,4.453794542999621e-08
40662,2176.0,Ridge,4.453794542999621e-08
19700,1208.0,Ridge,4.453794542999621e-08
74220,2025.0,Ridge,4.453794542999621e-08
85133,1334.0,Ridge,4.453794542999621e-08
9724,2798.0,Ridge,4.453794542999621e-08
106189,1677.0,Ridge,4.453794542999621e-08
90835,3185.0,Ridge,4.453794542999621e-08
87837,2176.0,Ridge,4.453794542999621e-08
42735,1533.0,Ridge,4.453794542999621e-08
66674,786.0,Ridge,4.453794542999621e-08
33062,2010.0,Ridge,4.453794542999621e-08
72589,3864.0,Ridge,4.453794542999621e-08
118662,841.0,Ridge,4.453794542999621e-08
151967,2071.0,Ridge,4.453794542999621e-08
52490,2761.0,Ridge,4.453794542999621e-08
149380,2873.0,Ridge,4.453794542999621e-08
96761,2030.0,Ridge,4.453794542999621e-08
9218,552.0,Ridge,4.453794542999621e-08
17705,2831.0,Ridge,4.453794542999621e-08
136799,3250.0,Ridge,4.453794542999621e-08
136611,2804.0,Ridge,4.453794542999621e-08
148520,2372.0,Ridge,4.453794542999621e-08
109831,1057.0,Ridge,4.453794542999621e-08
29232,3845.0,Ridge,4.453794542999621e-08
55210,2990.0,Ridge,4.453794542999621e-08
148952,939.0,Ridge,4.453794542999621e-08
116880,2000.0,Ridge,4.453794542999621e-08
118179,1386.0,Ridge,4.453794542999621e-08
76998,1114.0,Ridge,4.453794542999621e-08
41181,3551.0,Ridge,4.453794542999621e-08
89044,2013.0,Ridge,4.453794542999621e-08
65200,3659.0,Ridge,4.453794542999621e-08
110606,1277.0,Ridge,4.453794542999621e-08
24200,1562.0,Ridge,4.453794542999621e-08
99693,2505.0,Ridge,4.453794542999621e-08
83842,3307.0,Ridge,4.453794542999621e-08
139862,1896.0,Ridge,4.453794542999621e-08
63500,3485.0,Ridge,4.453794542999621e-08
118879,1258.0,Ridge,4.453794542999621e-08
36168,2325.0,Ridge,4.453794542999621e-08
84676,3457.0,Ridge,4.453794542999621e-08
54260,1908.0,Ridge,4.453794542999621e-08
59699,1391.0,Ridge,4.453794542999621e-08
41885,1490.0,Ridge,4.453794542999621e-08
104339,2002.0,Ridge,4.453794542999621e-08
130127,4412.0,Ridge,4.453794542999621e-08
63369,2926.0,Ridge,4.453794542999621e-08
15552,3232.0,Ridge,4.453794542999621e-08
67815,1336.0,Ridge,4.453794542999621e-08
47624,845.0,Ridge,4.453794542999621e-08
111371,1140.0,Ridge,4.453794542999621e-08
114216,1201.0,Ridge,4.453794542999621e-08
55231,1213.0,Ridge,4.453794542999621e-08
85130,2459.0,Ridge,4.453794542999621e-08
154175,2336.0,Ridge,4.453794542999621e-08
52531,2970.0,Ridge,4.453794542999621e-08
71188,2127.0,Ridge,4.453794542999621e-08
14203,316.0,Ridge,4.453794542999621e-08
1673,2141.0,Ridge,4.453794542999621e-08
45175,993.0,Ridge,4.453794542999621e-08
143177,1081.0,Ridge,4.453794542999621e-08
55452,2735.0,Ridge,4.453794542999621e-08
135196,1090.0,Ridge,4.453794542999621e-08
132192,1923.0,Ridge,4.453794542999621e-08
78130,1967.0,Ridge,4.453794542999621e-08
83035,1380.0,Ridge,4.453794542999621e-08
131312,1363.0,Ridge,4.453794542999621e-08
99020,1381.0,Ridge,4.453794542999621e-08
76747,3394.0,Ridge,4.453794542999621e-08
81534,2727.0,Ridge,4.453794542999621e-08
153335,3471.0,Ridge,4.453794542999621e-08
122110,2494.0,Ridge,4.453794542999621e-08
80128,909.0,Ridge,4.453794542999621e-08
40608,3410.0,Ridge,4.453794542999621e-08
19797,1937.0,Ridge,4.453794542999621e-08
2034,1505.0,Ridge,4.453794542999621e-08
119181,738.0,Ridge,4.453794542999621e-08
152522,4018.0,Ridge,4.453794542999621e-08
145937,4392.0,Ridge,4.453794542999621e-08
78326,1638.0,Ridge,4.453794542999621e-08
31226,2371.0,Ridge,4.453794542999621e-08
59691,741.0,Ridge,4.453794542999621e-08
132288,2304.0,Ridge,4.453794542999621e-08
154403,1406.0,Ridge,4.453794542999621e-08
97455,1015.0,Ridge,4.453794542999621e-08
138966,1760.0,Ridge,4.453794542999621e-08
32552,853.0,Ridge,4.453794542999621e-08
14131,1298.0,Ridge,4.453794542999621e-08
153231,2710.0,Ridge,4.453794542999621e-08
37009,811.0,Ridge,4.453794542999621e-08
127394,5002.0,Ridge,4.453794542999621e-08
53593,3757.0,Ridge,4.453794542999621e-08
142072,1241.0,Ridge,4.453794542999621e-08
55898,1377.0,Ridge,4.453794542999621e-08
146188,1547.0,Ridge,4.453794542999621e-08
56471,6770.0,Ridge,4.453794542999621e-08
27109,2201.0,Ridge,4.453794542999621e-08
28083,2076.0,Ridge,4.453794542999621e-08
85579,1475.0,Ridge,4.453794542999621e-08
67506,1604.0,Ridge,4.453794542999621e-08
98413,746.0,Ridge,4.453794542999621e-08
80387,781.0,Ridge,4.453794542999621e-08
37967,1905.0,Ridge,4.453794542999621e-08
48035,2585.0,Ridge,4.453794542999621e-08
114240,2095.0,Ridge,4.453794542999621e-08
94691,2587.0,Ridge,4.453794542999621e-08
8132,1045.0,Ridge,4.453794542999621e-08
37250,3365.0,Ridge,4.453794542999621e-08
74451,1213.0,Ridge,4.453794542999621e-08
149592,2433.0,Ridge,4.453794542999621e-08
110478,1519.0,Ridge,4.453794542999621e-08
150547,1918.0,Ridge,4.453794542999621e-08
21579,1923.0,Ridge,4.453794542999621e-08
154109,1114.0,Ridge,4.453794542999621e-08
17438,1794.0,Ridge,4.453794542999621e-08
80404,1423.0,Ridge,4.453794542999621e-08
86039,1583.0,Ridge,4.453794542999621e-08
149872,3241.0,Ridge,4.453794542999621e-08
110089,759.0,Ridge,4.453794542999621e-08
4246,886.0,Ridge,4.453794542999621e-08
61684,1354.0,Ridge,4.453794542999621e-08
149050,2221.0,Ridge,4.453794542999621e-08
11083,1927.0,Ridge,4.453794542999621e-08
81278,1414.0,Ridge,4.453794542999621e-08
25740,803.0,Ridge,4.453794542999621e-08
120408,1475.0,Ridge,4.453794542999621e-08
5454,3146.0,Ridge,4.453794542999621e-08
108809,4357.0,Ridge,4.453794542999621e-08
70198,1258.0,Ridge,4.453794542999621e-08
36148,2320.0,Ridge,4.453794542999621e-08
135391,2361.0,Ridge,4.453794542999621e-08
123715,1425.0,Ridge,4.453794542999621e-08
17298,1252.0,Ridge,4.453794542999621e-08
97118,1848.0,Ridge,4.453794542999621e-08
155689,1141.0,Ridge,4.453794542999621e-08
30104,1946.0,Ridge,4.453794542999621e-08
25328,1880.0,Ridge,4.453794542999621e-08
153034,3084.0,Ridge,4.453794542999621e-08
119789,2493.0,Ridge,4.453794542999621e-08
122209,1033.0,Ridge,4.453794542999621e-08
120266,3246.0,Ridge,4.453794542999621e-08
69093,1796.0,Ridge,4.453794542999621e-08
37216,2025.0,Ridge,4.453794542999621e-08
147275,2300.0,Ridge,4.453794542999621e-08
144654,1349.0,Ridge,4.453794542999621e-08
131444,1753.0,Ridge,4.453794542999621e-08
134440,2755.0,Ridge,4.453794542999621e-08
142051,1337.0,Ridge,4.453794542999621e-08
137040,1117.0,Ridge,4.453794542999621e-08
2088,2444.0,Ridge,4.453794542999621e-08
111336,3858.0,Ridge,4.453794542999621e-08
46807,1468.0,Ridge,4.453794542999621e-08
36567,2257.0,Ridge,4.453794542999621e-08
65503,1540.0,Ridge,4.453794542999621e-08
30857,3144.0,Ridge,4.453794542999621e-08
116260,639.0,Ridge,4.453794542999621e-08
10946,1980.0,Ridge,4.453794542999621e-08
88522,1262.0,Ridge,4.453794542999621e-08
138533,1634.0,Ridge,4.453794542999621e-08
93510,1608.0,Ridge,4.453794542999621e-08
13196,1243.0,Ridge,4.453794542999621e-08
42737,2070.0,Ridge,4.453794542999621e-08
57222,3641.0,Ridge,4.453794542999621e-08
85383,837.0,Ridge,4.453794542999621e-08
92163,2626.0,Ridge,4.453794542999621e-08
16444,2641.0,Ridge,4.453794542999621e-08
67809,627.0,Ridge,4.453794542999621e-08
6361,1949.0,Ridge,4.453794542999621e-08
107411,962.0,Ridge,4.453794542999621e-08
120244,743.0,Ridge,4.453794542999621e-08
151807,1478.0,Ridge,4.453794542999621e-08
126801,1292.0,Ridge,4.453794542999621e-08
64265,2063.0,Ridge,4.453794542999621e-08
109676,1696.0,Ridge,4.453794542999621e-08
154675,6054.0,Ridge,4.453794542999621e-08
124331,1815.0,Ridge,4.453794542999621e-08
124000,2757.0,Ridge,4.453794542999621e-08
155923,2232.0,Ridge,4.453794542999621e-08
139852,3110.0,Ridge,4.453794542999621e-08
145714,1678.0,Ridge,4.453794542999621e-08
153623,3271.0,Ridge,4.453794542999621e-08
155053,673.0,Ridge,4.453794542999621e-08
145053,4494.0,Ridge,4.453794542999621e-08
102110,1807.0,Ridge,4.453794542999621e-08
15628,3281.0,Ridge,4.453794542999621e-08
132566,1463.0,Ridge,4.453794542999621e-08
58447,524.0,Ridge,4.453794542999621e-08
135292,2105.0,Ridge,4.453794542999621e-08
122695,1449.0,Ridge,4.453794542999621e-08
119613,1473.0,Ridge,4.453794542999621e-08
3670,1061.0,Ridge,4.453794542999621e-08
101863,408.0,Ridge,4.453794542999621e-08
25160,607.0,Ridge,4.453794542999621e-08
18795,1226.0,Ridge,4.453794542999621e-08
43649,4660.0,Ridge,4.453794542999621e-08
86758,669.0,Ridge,4.453794542999621e-08
103543,993.0,Ridge,4.453794542999621e-08
145568,889.0,Ridge,4.453794542999621e-08
62473,2733.0,Ridge,4.453794542999621e-08
112573,857.0,Ridge,4.453794542999621e-08
134043,1195.0,Ridge,4.453794542999621e-08
64114,1617.0,Ridge,4.453794542999621e-08
88100,3203.0,Ridge,4.453794542999621e-08
118305,1188.0,Ridge,4.453794542999621e-08
68624,1094.0,Ridge,4.453794542999621e-08
63163,1592.0,Ridge,4.453794542999621e-08
80685,1036.0,Ridge,4.453794542999621e-08
61673,1553.0,Ridge,4.453794542999621e-08
8719,1788.0,Ridge,4.453794542999621e-08
21210,2339.0,Ridge,4.453794542999621e-08
128733,1308.0,Ridge,4.453794542999621e-08
53683,879.0,Ridge,4.453794542999621e-08
78641,1913.0,Ridge,4.453794542999621e-08
92131,2425.0,Ridge,4.453794542999621e-08
127390,2875.0,Ridge,4.453794542999621e-08
283,4580.0,Ridge,4.453794542999621e-08
124018,1664.0,Ridge,4.453794542999621e-08
24105,1269.0,Ridge,4.453794542999621e-08
51297,1719.0,Ridge,4.453794542999621e-08
68396,944.0,Ridge,4.453794542999621e-08
90806,4321.0,Ridge,4.453794542999621e-08
27871,1844.0,Ridge,4.453794542999621e-08
25769,2125.0,Ridge,4.453794542999621e-08
130656,2050.0,Ridge,4.453794542999621e-08
55457,5003.0,Ridge,4.453794542999621e-08
15067,1616.0,Ridge,4.453794542999621e-08
111255,426.0,Ridge,4.453794542999621e-08
18666,2426.0,Ridge,4.453794542999621e-08
137854,869.0,Ridge,4.453794542999621e-08
60155,2328.0,Ridge,4.453794542999621e-08
14610,7078.0,Ridge,4.453794542999621e-08
98058,461.0,Ridge,4.453794542999621e-08
138244,3101.0,Ridge,4.453794542999621e-08
128137,1120.0,Ridge,4.453794542999621e-08
83751,1756.0,Ridge,4.453794542999621e-08
145157,1226.0,Ridge,4.453794542999621e-08
101141,1248.0,Ridge,4.453794542999621e-08
43775,2455.0,Ridge,4.453794542999621e-08
132599,1008.0,Ridge,4.453794542999621e-08
19807,1222.0,Ridge,4.453794542999621e-08
13879,1592.0,Ridge,4.453794542999621e-08
74397,1081.0,Ridge,4.453794542999621e-08
117822,1038.0,Ridge,4.453794542999621e-08
62024,3616.0,Ridge,4.453794542999621e-08
2546,2509.0,Ridge,4.453794542999621e-08
27615,291.0,Ridge,4.453794542999621e-08
21529,1337.0,Ridge,4.453794542999621e-08
27464,3726.0,Ridge,4.453794542999621e-08
93368,1453.0,Ridge,4.453794542999621e-08
70971,3161.0,Ridge,4.453794542999621e-08
3921,1650.0,Ridge,4.453794542999621e-08
102645,1027.0,Ridge,4.453794542999621e-08
86106,2721.0,Ridge,4.453794542999621e-08
131407,2173.0,Ridge,4.453794542999621e-08
73868,1215.0,Ridge,4.453794542999621e-08
61134,2038.0,Ridge,4.453794542999621e-08
55401,2391.0,Ridge,4.453794542999621e-08
10238,1416.0,Ridge,4.453794542999621e-08
135879,3435.0,Ridge,4.453794542999621e-08
13967,1044.0,Ridge,4.453794542999621e-08
103489,1291.0,Ridge,4.453794542999621e-08
81929,2342.0,Ridge,4.453794542999621e-08
110068,1413.0,Ridge,4.453794542999621e-08
68148,1859.0,Ridge,4.453794542999621e-08
71996,1153.0,Ridge,4.453794542999621e-08
33411,2399.0,Ridge,4.453794542999621e-08
127084,1253.0,Ridge,4.453794542999621e-08
151038,2225.0,Ridge,4.453794542999621e-08
104382,1818.0,Ridge,4.453794542999621e-08
52300,2414.0,Ridge,4.453794542999621e-08
52911,2509.0,Ridge,4.453794542999621e-08
96607,2363.0,Ridge,4.453794542999621e-08
156609,1084.0,Ridge,4.453794542999621e-08
102400,3098.0,Ridge,4.453794542999621e-08
104123,1415.0,Ridge,4.453794542999621e-08
139181,3213.0,Ridge,4.453794542999621e-08
76736,1329.0,Ridge,4.453794542999621e-08
147740,1332.0,Ridge,4.453794542999621e-08
124745,387.0,Ridge,4.453794542999621e-08
21986,1432.0,Ridge,4.453794542999621e-08
21793,1327.0,Ridge,4.453794542999621e-08
46280,1270.0,Ridge,4.453794542999621e-08
109257,3748.0,Ridge,4.453794542999621e-08
33240,433.0,Ridge,4.453794542999621e-08
105559,1437.0,Ridge,4.453794542999621e-08
66123,1584.0,Ridge,4.453794542999621e-08
133253,2198.0,Ridge,4.453794542999621e-08
132039,1745.0,Ridge,4.453794542999621e-08
151989,962.0,Ridge,4.453794542999621e-08
46776,1870.0,Ridge,4.453794542999621e-08
6499,2483.0,Ridge,4.453794542999621e-08
36543,2073.0,Ridge,4.453794542999621e-08
143850,2620.0,Ridge,4.453794542999621e-08
7556,2814.0,Ridge,4.453794542999621e-08
87004,1273.0,Ridge,4.453794542999621e-08
6541,2109.0,Ridge,4.453794542999621e-08
6904,1032.0,Ridge,4.453794542999621e-08
105537,1034.0,Ridge,4.453794542999621e-08
134041,1941.0,Ridge,4.453794542999621e-08
52763,2419.0,Ridge,4.453794542999621e-08
29704,2053.0,Ridge,4.453794542999621e-08
13255,5676.0,Ridge,4.453794542999621e-08
16001,694.0,Ridge,4.453794542999621e-08
110021,1219.0,Ridge,4.453794542999621e-08
102299,1247.0,Ridge,4.453794542999621e-08
96407,1013.0,Ridge,4.453794542999621e-08
115699,1221.0,Ridge,4.453794542999621e-08
126508,1309.0,Ridge,4.453794542999621e-08
98781,362.0,Ridge,4.453794542999621e-08
101739,1728.0,Ridge,4.453794542999621e-08
41465,3045.0,Ridge,4.453794542999621e-08
84461,749.0,Ridge,4.453794542999621e-08
120875,1702.0,Ridge,4.453794542999621e-08
106243,1611.0,Ridge,4.453794542999621e-08
88549,1426.0,Ridge,4.453794542999621e-08
86447,2959.0,Ridge,4.453794542999621e-08
66523,2820.0,Ridge,4.453794542999621e-08
151400,1428.0,Ridge,4.453794542999621e-08
46400,1860.0,Ridge,4.453794542999621e-08
97015,1648.0,Ridge,4.453794542999621e-08
53211,2345.0,Ridge,4.453794542999621e-08
73319,1008.0,Ridge,4.453794542999621e-08
26818,2206.0,Ridge,4.453794542999621e-08
8113,640.0,Ridge,4.453794542999621e-08
60353,937.0,Ridge,4.453794542999621e-08
61759,2449.0,Ridge,4.453794542999621e-08
121342,1808.0,Ridge,4.453794542999621e-08
84361,1929.0,Ridge,4.453794542999621e-08
98473,2291.0,Ridge,4.453794542999621e-08
60587,868.0,Ridge,4.453794542999621e-08
102348,2253.0,Ridge,4.453794542999621e-08
97590,2025.0,Ridge,4.453794542999621e-08
118553,947.0,Ridge,4.453794542999621e-08
128464,2129.0,Ridge,4.453794542999621e-08
152010,1404.0,Ridge,4.453794542999621e-08
144869,2769.0,Ridge,4.453794542999621e-08
44331,601.0,Ridge,4.453794542999621e-08
116053,1723.0,Ridge,4.453794542999621e-08
877,1498.0,Ridge,4.453794542999621e-08
135819,2923.0,Ridge,4.453794542999621e-08
127352,4059.0,Ridge,4.453794542999621e-08
101903,2074.0,Ridge,4.453794542999621e-08
69106,2128.0,Ridge,4.453794542999621e-08
50638,555.0,Ridge,4.453794542999621e-08
7814,2122.0,Ridge,4.453794542999621e-08
40008,971.0,Ridge,4.453794542999621e-08
134722,2792.0,Ridge,4.453794542999621e-08
114604,1831.0,Ridge,4.453794542999621e-08
69260,1635.0,Ridge,4.453794542999621e-08
81629,1698.0,Ridge,4.453794542999621e-08
36544,1968.0,Ridge,4.453794542999621e-08
148875,798.0,Ridge,4.453794542999621e-08
24303,2152.0,Ridge,4.453794542999621e-08
7514,262.0,Ridge,4.453794542999621e-08
110215,1736.0,Ridge,4.453794542999621e-08
6097,2688.0,Ridge,4.453794542999621e-08
30184,3320.0,Ridge,4.453794542999621e-08
23059,221.0,Ridge,4.453794542999621e-08
29429,2637.0,Ridge,4.453794542999621e-08
155730,2472.0,Ridge,4.453794542999621e-08
116905,3461.0,Ridge,4.453794542999621e-08
126698,1838.0,Ridge,4.453794542999621e-08
141425,1368.0,Ridge,4.453794542999621e-08
107757,1750.0,Ridge,4.453794542999621e-08
53016,1052.0,Ridge,4.453794542999621e-08
71424,2080.0,Ridge,4.453794542999621e-08
16532,1714.0,Ridge,4.453794542999621e-08
118527,1221.0,Ridge,4.453794542999621e-08
45677,1456.0,Ridge,4.453794542999621e-08
30664,847.0,Ridge,4.453794542999621e-08
92522,2641.0,Ridge,4.453794542999621e-08
17485,3537.0,Ridge,4.453794542999621e-08
82763,1956.0,Ridge,4.453794542999621e-08
143223,893.0,Ridge,4.453794542999621e-08
133369,2436.0,Ridge,4.453794542999621e-08
107344,748.0,Ridge,4.453794542999621e-08
43961,3976.0,Ridge,4.453794542999621e-08
107017,2810.0,Ridge,4.453794542999621e-08
131460,1919.0,Ridge,4.453794542999621e-08
100495,1198.0,Ridge,4.453794542999621e-08
72509,1989.0,Ridge,4.453794542999621e-08
131144,4282.0,Ridge,4.453794542999621e-08
91800,1575.0,Ridge,4.453794542999621e-08
74809,1059.0,Ridge,4.453794542999621e-08
42973,896.0,Ridge,4.453794542999621e-08
112715,972.0,Ridge,4.453794542999621e-08
120746,5883.0,Ridge,4.453794542999621e-08
82947,1900.0,Ridge,4.453794542999621e-08
58797,2536.0,Ridge,4.453794542999621e-08
117679,602.0,Ridge,4.453794542999621e-08
107708,1606.0,Ridge,4.453794542999621e-08
24994,3040.0,Ridge,4.453794542999621e-08
37361,2913.0,Ridge,4.453794542999621e-08
83558,380.0,Ridge,4.453794542999621e-08
119225,3153.0,Ridge,4.453794542999621e-08
128372,2610.0,Ridge,4.453794542999621e-08
153701,4052.0,Ridge,4.453794542999621e-08
39190,2776.0,Ridge,4.453794542999621e-08
105037,1234.0,Ridge,4.453794542999621e-08
155313,3521.0,Ridge,4.453794542999621e-08
38445,3570.0,Ridge,4.453794542999621e-08
62690,1922.0,Ridge,4.453794542999621e-08
56449,1961.0,Ridge,4.453794542999621e-08
96276,767.0,Ridge,4.453794542999621e-08
20586,2634.0,Ridge,4.453794542999621e-08
87977,916.0,Ridge,4.453794542999621e-08
53312,2704.0,Ridge,4.453794542999621e-08
127749,1565.0,Ridge,4.453794542999621e-08
132088,1737.0,Ridge,4.453794542999621e-08
148388,985.0,Ridge,4.453794542999621e-08
29863,2138.0,Ridge,4.453794542999621e-08
67157,882.0,Ridge,4.453794542999621e-08
137465,1495.0,Ridge,4.453794542999621e-08
96132,896.0,Ridge,4.453794542999621e-08
16860,2455.0,Ridge,4.453794542999621e-08
39965,2062.0,Ridge,4.453794542999621e-08
32785,2060.0,Ridge,4.453794542999621e-08
111282,2455.0,Ridge,4.453794542999621e-08
147254,2957.0,Ridge,4.453794542999621e-08
130801,2020.0,Ridge,4.453794542999621e-08
66830,1268.0,Ridge,4.453794542999621e-08
126990,1009.0,Ridge,4.453794542999621e-08
7288,794.0,Ridge,4.453794542999621e-08
133927,1710.0,Ridge,4.453794542999621e-08
153050,5276.0,Ridge,4.453794542999621e-08
103826,1432.0,Ridge,4.453794542999621e-08
59810,1990.0,Ridge,4.453794542999621e-08
47737,2094.0,Ridge,4.453794542999621e-08
104828,1584.0,Ridge,4.453794542999621e-08
132085,2390.0,Ridge,4.453794542999621e-08
111493,1716.0,Ridge,4.453794542999621e-08
61425,1040.0,Ridge,4.453794542999621e-08
81805,2869.0,Ridge,4.453794542999621e-08
124137,1084.0,Ridge,4.453794542999621e-08
94857,1075.0,Ridge,4.453794542999621e-08
87336,1935.0,Ridge,4.453794542999621e-08
122363,1588.0,Ridge,4.453794542999621e-08
115655,1731.0,Ridge,4.453794542999621e-08
897,1356.0,Ridge,4.453794542999621e-08
8669,1984.0,Ridge,4.453794542999621e-08
56548,1719.0,Ridge,4.453794542999621e-08
100108,599.0,Ridge,4.453794542999621e-08
